FPM:   Word:                 Gender:
1.3    hijoputa              f -> m 
1.2    borgoña               f -> m 
1.2    edema                 ? -> m 
1.2    ecosistema            ? -> m 
1.2    balboa                f -> m 
1.2    vigía                 f -> m 
1.1    patriarca             f -> m 
1.1    compa                 f -> m 
1.1    mantra                f -> m 
1.1    melodrama             ? -> m 
0.978  druida                f -> m 
0.975  bruma                 ? -> f 
0.973  magma                 ? -> m 
0.947  chita                 f -> m 
0.942  tata                  f -> m 
0.942  enzima                ? -> f 
0.935  loma                  ? -> f 
0.895  yema                  ? -> f 
0.89   califa                f -> m 
0.888  insecticida           f -> m 
0.881  ébola                 f -> m 
0.859  paradigma             ? -> m 
0.85   linfoma               ? -> m 
0.85   madama                ? -> f 
0.843  estigma               ? -> m 
0.838  sigma                 ? -> f 
0.826  electrocardiograma    ? -> m 
0.826  estratagema           ? -> f 
0.824  enema                 ? -> m 
0.807  problemilla           f -> m 
0.805  córdoba               f -> m 
0.762  koala                 f -> m 
0.75   diadema               ? -> f 
0.75   teorema               ? -> m 
0.696  cronograma            ? -> m 
0.684  cromosoma             ? -> m 
0.672  pantomima             ? -> f 
0.67   cinema                ? -> m 
0.637  dogma                 ? -> m 
0.623  fotograma             ? -> m 
0.608  prisma                ? -> m 
0.604  yuma                  ? -> f 
0.601  simba                 f -> m 
0.594  pesticida             f -> m 
0.575  soma                  ? -> m 
0.566  enfisema              ? -> m 
0.556  flama                 ? -> f 
0.554  sima                  ? -> f 
0.554  anagrama              ? -> m 
0.549  pentagrama            ? -> m 
0.53   glaucoma              ? -> m 
0.521  tarima                ? -> f 
0.5    magenta               f -> m 
0.492  autónoma              ? -> f 
0.485  mediodia              f -> m 
0.452  fedora                f -> m 
0.443  cuaresma              ? -> f 
0.44   reuma                 ? -> m 
0.436  jima                  ? -> f 
0.431  juma                  ? -> f 
0.428  melanoma              ? -> m 
0.421  hemograma             ? -> m 
0.417  autómata              f -> m 
0.417  apa                   f -> m 
0.414  terranova             f -> m 
0.402  taja                  f -> m 
0.402  bocata                f -> m 
0.393  burka                 f -> m 
0.388  pócima                ? -> f 
0.374  hermafrodita          f -> m 
0.372  grama                 ? -> f 
0.365  chema                 ? -> f 
0.365  gouda                 f -> m 
0.355  miura                 f -> m 
0.346  recortada             f -> m 
0.343  beluga                f -> m 
0.341  eczema                ? -> m 
0.339  electroencefalograma  ? -> m 
0.334  marsala               f -> m 
0.334  amalgama              ? -> f 
0.334  cataplasma            ? -> f 
0.331  flema                 ? -> f 
0.32   blasfema              ? -> f 
0.317  doma                  ? -> f 
0.315  herbicida             f -> m 
0.308  escama                ? -> f 
0.308  monograma             ? -> m 
0.298  mandala               f -> m 
0.294  angiograma            ? -> m 
0.286  ectoplasma            ? -> m 
0.263  akita                 f -> m 
0.256  encefalograma         ? -> m 
0.253  horma                 ? -> f 
0.249  diorama               ? -> m 
0.246  carcinoma             ? -> m 
0.244  sarcoma               ? -> m 
0.239  nutella               f -> m 
0.239  moma                  ? -> f 
0.225  sura                  f -> m 
0.225  guardiamarina         f -> m 
0.223  ecocardiograma        ? -> m 
0.218  euskera               f -> m 
0.215  feta                  f -> m 
0.213  herma                 ? -> m 
0.213  ska                   f -> m 
0.196  espermicida           f -> m 
0.194  rioja                 f -> m 
0.192  moksha                f -> m 
0.189  tantra                f -> m 
0.187  axioma                ? -> m 
0.187  cubrecama             ? -> m 
0.187  radiograma            ? -> m 
0.187  politrauma            ? -> m 
0.187  bla-bla-bla           f -> m 
0.182  cúrcuma               ? -> f 
0.173  carcoma               ? -> f 
0.17   laika                 f -> m 
0.17   menda                 f -> m 
0.168  eccema                ? -> m 
0.166  marisma               ? -> f 
0.166  chama                 ? -> m 
0.163  aita                  f -> m 
0.161  shawarma              ? -> m 
0.159  yoruba                f -> m 
0.156  glioblastoma          ? -> m 
0.154  telesilla             f -> m 
0.154  hijueputa             f -> m 
0.149  quechua               f -> m 
0.147  cisma                 ? -> m 
0.144  argonauta             f -> m 
0.144  grima                 ? -> f 
0.142  organigrama           ? -> m 
0.14   ánima                 ? -> f 
0.137  paisa                 f -> m 
0.137  anatema               ? -> m 
0.135  feocromocitoma        ? -> m 
0.135  trotskista            f -> m 
0.133  huma                  ? -> f 
0.13   cablegrama            ? -> m 
0.125  merma                 ? -> f 
0.125  jama                  ? -> f 
0.123  sarasa                f -> m 
0.121  ebanista              f -> m 
0.118  glioma                ? -> m 
0.116  astrónoma             ? -> f 
0.114  teratoma              ? -> m 
0.111  saiga                 f -> m 
0.111  voivoda               f -> m 
0.107  raticida              f -> m 
0.104  caracara              f -> m 
0.104  criptograma           ? -> m 
0.104  gomaespuma            ? -> f 
0.102  osteosarcoma          ? -> m 
0.102  biplaza               f -> m 
0.102  bla-bla               f -> m 

Found 5.7K nouns of which 4.9% were rogues
